Master_SKU,Original_Category,Amazon Cat,Remark,Cost,MRP,Uniware,FBA,Sjit,FBF,Launch Date,LOC,Cost into %,Cost after %,Return Charge,GST on Return,Final TP,Required Selling Price,Selected Price Range,Selected Fixed Fee Range,Commission %,Commission Amount,Fixed Closing Fee,FBA Pick Pack,Technology Fee,Full Shipping Fee,WHF % On Shipping,Shipping Fee Charged,Total Charges,Final Value After Charges,Sett Acc Panel,Net Profit On SP,Net Profit % On SP,Net Profit % On TP,Old Daily SP,Old Deal SP
JOPLJPR728-S,Cotton Top,Apparel - Other products,Closed,245.0,2330.0,1.0,1.0,0.0,0.0,11-Jun-23,Jaipur,23.0,318.1818181818182,59.0,10.62,387.8018181818182,477,300-500,250-500,5.0,23.83,20.0,20.0,13.0,30.0,40.0,12.0,88.83,387.8,388.17,73.55000000000001,15.419287211740043,18.965872915406653,499.0,475.0
JOPLJPR4011-XXL,Tunics-Jpr,Apparel - Other products,Slow Moving,205.0,2330.0,72.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,266.23376623376623,59.0,10.62,335.85376623376624,422,300-500,250-500,5.0,21.1,20.0,20.0,13.0,30.0,40.0,12.0,86.1,335.85,335.9,61.27999999999997,14.521327014218002,18.246036269650435,499.0,475.0
JOPLNS4028D,Saree,Apparel - Sarees and Dress Materials,Closed,225.0,1665.0,0.0,0.0,0.0,0.0,10-May-20,Surat,23.0,292.20779220779224,59.0,10.62,361.82779220779224,445,300-500,250-500,4.0,17.78,20.0,20.0,13.0,30.0,40.0,12.0,82.78,361.83,362.22,67.60000000000002,15.191011235955063,18.682920841298547,399.0,379.0
JOPLJPR61-3XL,Kurta-Jpr,Apparel - Ethnic Wear,Closed,253.0,1996.0,1.0,0.0,0.0,0.0,22-Nov-22,Jaipur,23.0,328.5714285714286,59.0,10.62,398.1914285714286,468,300-500,250-500,1.0,4.68,20.0,20.0,13.0,30.0,40.0,12.0,69.68,398.19,398.32,75.69999999999999,16.175213675213673,19.010956682715417,557.0,539.0
JOPLJPR758-XXL,Cotton Top,Apparel - Other products,Closed,220.0,2330.0,0.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,285.7142857142857,59.0,10.62,355.3342857142857,442,300-500,250-500,5.0,22.12,20.0,20.0,13.0,30.0,40.0,12.0,87.12,355.33,354.88,65.25999999999999,14.764705882352938,18.36580443365201,499.0,475.0
JOPLJPR604-M,Kurta-Jpr,Apparel - Ethnic Wear,Closed,350.0,2163.0,1.0,0.0,0.0,0.0,6-Jun-22,Jaipur,23.0,454.54545454545456,59.0,10.62,524.1654545454545,660,500-1000,500-1000,10.0,66.02,20.0,20.0,14.0,40.0,40.0,16.0,136.02,524.17,523.98,104.36000000000001,15.812121212121214,19.90974397397075,499.0,475.0
JOPLST747-S,Tunics-St,Apparel - Other products,Closed,0.0,1663.0,0.0,0.0,0.0,0.0,25-Jul-25,Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLVSRW5229-3XL,RW Salwar suit,Apparel - Ethnic Wear,New Listing,0.0,0.0,62.0,0.0,0.0,0.0,28-Apr-26,Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLJPR4002-L,Tunics-Jpr,Apparel - Other products,Slow Moving,219.0,2330.0,13.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,284.4155844155845,59.0,10.62,354.0355844155845,441,300-500,250-500,5.0,22.05,20.0,20.0,13.0,30.0,40.0,12.0,87.05,354.04,353.95,65.32999999999998,14.814058956916096,18.452947352126163,499.0,475.0
JOPLJPR856-XL,Skd-Jpr,Apparel - Ethnic Wear,Closed,640.0,4996.0,0.0,0.0,0.0,0.0,3-Feb-24,Jaipur,23.0,831.1688311688313,59.0,10.62,900.7888311688313,1174,>1000,>1000,16.0,187.77,25.0,25.0,15.0,50.0,40.0,20.0,272.77,900.79,901.23,191.61,16.321124361158436,21.271356101448742,999.0,949.0
JOPLVSM4134,Dress Material,Apparel - Sarees and Dress Materials,Closed,225.0,1663.0,0.0,0.0,0.0,0.0,11-Apr-24,Surat,23.0,292.20779220779224,59.0,10.62,361.82779220779224,445,300-500,250-500,4.0,17.78,20.0,20.0,13.0,30.0,40.0,12.0,82.78,361.83,362.22,67.60000000000002,15.191011235955063,18.682920841298547,425.0,399.0
JOPLRJN29-M,Sku Deleted,Apparel - Other products,Closed,0.0,0.0,0.0,0.0,0.0,0.0,11-Apr-24,Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLJPR134-6XL,Kurta-Jpr,Apparel - Ethnic Wear,Closed,370.0,2996.0,0.0,0.0,0.0,0.0,19-May-23,Jaipur,23.0,480.5194805194805,59.0,10.62,550.1394805194806,689,500-1000,500-1000,10.0,68.9,20.0,20.0,14.0,40.0,40.0,16.0,138.9,550.14,550.1,110.48000000000002,16.034833091436866,20.082179867490513,669.0,635.0
JOPLJPR69A-XXL,Kurta-Jpr,Apparel - Ethnic Wear,Platinum C,269.0,1996.0,3.0,0.0,0.0,0.0,22-May-21,Jaipur,23.0,349.3506493506494,59.0,10.62,418.9706493506494,489,300-500,250-500,1.0,4.89,20.0,20.0,13.0,30.0,40.0,12.0,69.89,418.97,419.11,80.49000000000001,16.460122699386506,19.211369609004628,499.0,475.0
JOPLJPR215-XL,"Maternity Gown  48""",Apparel - Other products,Slow Moving,342.0,2663.0,6.0,0.0,0.0,0.0,24-Dec-24,Jaipur,23.0,444.1558441558442,59.0,10.62,513.7758441558442,656,500-1000,500-1000,11.0,72.15,20.0,20.0,14.0,40.0,40.0,16.0,142.15,513.78,513.85,102.23000000000002,15.583841463414638,19.89778249850736,799.0,759.05
JOPLST01-S,Kurta-St,Apparel - Ethnic Wear,Closed,175.0,1996.0,0.0,0.0,0.0,0.0,18-Sep-23,Surat,23.0,227.27272727272728,59.0,10.62,296.89272727272726,366,300-500,250-500,1.0,3.66,20.0,20.0,13.0,30.0,40.0,12.0,68.66,296.89,297.34000000000003,52.72000000000003,14.40437158469946,17.757255451923264,349.0,314.0
JOPLLT2011,Dress Material,Apparel - Sarees and Dress Materials,Closed,230.0,1996.0,0.0,0.0,0.0,0.0,13-Jun-23,Surat,23.0,298.70129870129875,59.0,10.62,368.32129870129876,451,300-500,250-500,4.0,18.06,20.0,20.0,13.0,30.0,40.0,12.0,83.06,368.32,367.94,68.32,15.148558758314854,18.54902234567927,425.0,399.0
JOPLVSRW5217-S,Rw Salwar Suit,Apparel - Ethnic Wear,Platinum C,285.0,2663.0,3.0,0.0,0.0,0.0,14-Apr-25,Surat,23.0,370.1298701298702,59.0,10.62,439.7498701298702,566,500-1000,500-1000,10.0,56.64,20.0,20.0,14.0,40.0,40.0,16.0,126.64,439.75,439.36,84.74000000000001,14.971731448763254,19.270045486306557,499.0,475.0
JOPLST290-XXL,Pending,Apparel - Other products,Launch Phase,0.0,0.0,0.0,0.0,0.0,0.0,"",Pending,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLJPR2021-XS,"Dress 46""",Apparel - Dress,Closed,0.0,0.0,0.0,0.0,0.0,0.0,21-Jan-25,Jaipur,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLJPR4004-M,Tunics-Jpr,Apparel - Other products,Slow Moving,234.0,2330.0,12.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,303.8961038961039,59.0,10.62,373.5161038961039,462,300-500,250-500,5.0,23.08,20.0,20.0,13.0,30.0,40.0,12.0,88.08,373.52,373.92,70.30000000000001,15.21645021645022,18.82114298867136,499.0,475.0
JOPLVSM3851,Dress Material,Apparel - Sarees and Dress Materials,Closed,225.0,819.0,18.0,1.0,0.0,1.0,21-Apr-18,Surat,23.0,292.20779220779224,59.0,10.62,361.82779220779224,445,300-500,250-500,4.0,17.78,20.0,20.0,13.0,30.0,40.0,12.0,82.78,361.83,362.22,67.60000000000002,15.191011235955063,18.682920841298547,425.0,399.0
VRY13-S,Kurta-Jpr,Apparel - Ethnic Wear,Closed,0.0,1996.0,0.0,0.0,0.0,0.0,11-Apr-24,Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,499.0,475.0
JOPLPDPRW1006-5XL,Rw Salwar Suit,Apparel - Ethnic Wear,Platinum A,250.0,2663.0,43.0,2.0,0.0,0.0,4-Jan-24,Surat,23.0,324.6753246753247,59.0,10.62,394.2953246753247,464,300-500,250-500,1.0,4.64,20.0,20.0,13.0,30.0,40.0,12.0,69.64,394.3,394.36,74.74000000000001,16.10775862068966,18.95533508076549,599.0,569.05
JOPLJPR125-XXL,"Dress 46""",Apparel - Dress,Closed,350.0,2163.0,0.0,0.0,0.0,0.0,21-Mar-23,Jaipur,23.0,454.54545454545456,59.0,10.62,524.1654545454545,639,500-1000,500-1000,7.0,44.72,20.0,20.0,14.0,40.0,40.0,16.0,114.72,524.17,524.28,104.65999999999997,16.378716744913923,19.966977810614964,499.0,475.0
JOPLMD137D,Dress Material,Apparel - Sarees and Dress Materials,Closed,580.0,4330.0,0.0,0.0,0.0,0.0,27-Oct-21,Surat,23.0,753.2467532467533,59.0,10.62,822.8667532467533,971,500-1000,500-1000,8.0,77.64,20.0,20.0,14.0,40.0,40.0,16.0,147.64,822.87,823.36,173.74,17.892893923789906,21.11398951464266,899.0,854.0
JOPLJPR330-XL,"Dress 42 """,Apparel - Dress,Closed,332.0,2663.0,0.0,0.0,0.0,0.0,13-Jan-25,Jaipur,23.0,431.16883116883116,59.0,10.62,500.78883116883117,614,500-1000,500-1000,7.0,42.96,20.0,20.0,14.0,40.0,40.0,16.0,112.96,500.79,501.04,99.42000000000002,16.192182410423456,19.85267917576271,699.0,664.05
JOPLST13-XL,Kurta-St,Apparel - Ethnic Wear,Closed,148.0,930.0,2.0,0.0,0.0,0.0,12-Apr-23,Surat,23.0,192.20779220779224,59.0,10.62,261.82779220779224,330,300-500,250-500,1.0,3.3,20.0,20.0,13.0,30.0,40.0,12.0,68.3,261.83,261.7,44.079999999999984,13.357575757575752,16.835493141620788,299.0,284.0
JOPLRJN15-M,Skd-Jpr,Apparel - Ethnic Wear,Slow Moving,680.0,5600.0,9.0,0.0,0.0,0.0,28-May-24,Jaipur,23.0,883.1168831168832,59.0,10.62,952.7368831168832,1235,>1000,>1000,16.0,197.66,25.0,25.0,15.0,50.0,40.0,20.0,282.66,952.74,952.3399999999999,202.7199999999999,16.414574898785418,21.277647962656854,1360.0,1292.0
JOPLVSRW5240-6XL,RW Salwar suit,Apparel - Ethnic Wear,Launch Phase,0.0,0.0,0.0,0.0,0.0,0.0,"",Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,,
JOPLVL269-M,Skd-Jpr,Apparel - Ethnic Wear,Closed,825.0,4996.0,0.0,0.0,0.0,0.0,7-Sep-22,Jaipur,23.0,1071.4285714285716,59.0,10.62,1141.0485714285714,1460,>1000,>1000,16.0,233.53,25.0,25.0,15.0,50.0,40.0,20.0,318.53,1141.05,1141.47,246.85000000000014,16.907534246575352,21.633610188122717,999.0,949.0
JOPLVL293-S,Skd-Jpr,Apparel - Ethnic Wear,Closed,795.0,4996.0,0.0,0.0,0.0,0.0,18-Oct-22,Jaipur,23.0,1032.4675324675327,59.0,10.62,1102.0875324675326,1413,>1000,>1000,16.0,226.11,25.0,25.0,15.0,50.0,40.0,20.0,311.11,1102.09,1101.8899999999999,237.26999999999998,16.79193205944798,21.529142922863972,999.0,949.0
JOPLJPR796-M,Cotton Top,Apparel - Other products,Closed,234.0,2330.0,0.0,0.0,0.0,0.0,12-Feb-24,Jaipur,23.0,303.8961038961039,59.0,10.62,373.5161038961039,462,300-500,250-500,5.0,23.08,20.0,20.0,13.0,30.0,40.0,12.0,88.08,373.52,373.92,70.30000000000001,15.21645021645022,18.82114298867136,599.0,569.0
JOPLVSM5135,Dress Material,Apparel - Sarees and Dress Materials,Closed,370.0,2740.0,0.0,0.0,0.0,0.0,21-Jun-23,Surat,23.0,480.5194805194805,59.0,10.62,550.1394805194806,674,500-1000,500-1000,8.0,53.93,20.0,20.0,14.0,40.0,40.0,16.0,123.93,550.14,550.0699999999999,110.44999999999993,16.387240356083076,20.076726704963118,599.0,569.0
JOPLLTRW2023-3XL,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,315.0,2663.0,0.0,0.0,0.0,0.0,30-May-24,Surat,23.0,409.09090909090907,59.0,10.62,478.71090909090907,610,500-1000,500-1000,10.0,60.97,20.0,20.0,14.0,40.0,40.0,16.0,130.97,478.71,479.03,94.40999999999997,15.477049180327866,19.721714756676068,599.0,569.05
JOPLST206-L,Skd-St,Apparel - Ethnic Wear,Closed,335.0,2663.0,0.0,0.0,0.0,0.0,12-Apr-23,Surat,23.0,435.0649350649351,59.0,10.62,504.68493506493513,639,500-1000,500-1000,10.0,63.85,20.0,20.0,14.0,40.0,40.0,16.0,133.85,504.68,505.15,100.52999999999997,15.732394366197177,19.919358200590096,675.0,641.0
JOPLVD148,Dress Material,Apparel - Sarees and Dress Materials,Closed,200.0,1996.0,0.0,0.0,0.0,0.0,11-Apr-24,Surat,23.0,259.7402597402597,59.0,10.62,329.3602597402597,411,300-500,250-500,4.0,16.43,20.0,20.0,13.0,30.0,40.0,12.0,81.43,329.36,329.57,59.94999999999999,14.586374695863743,18.20195309758311,399.0,369.0
JOPLST280-L,SKD-ST,Apparel - Ethnic Wear,New Listing,0.0,0.0,0.0,0.0,0.0,0.0,30-Apr-26,Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLST204-XXL,Skd-St,Apparel - Ethnic Wear,Closed,392.0,2663.0,0.0,0.0,0.0,0.0,12-Apr-23,Surat,23.0,509.09090909090907,59.0,10.62,578.710909090909,721,500-1000,500-1000,10.0,72.08,20.0,20.0,14.0,40.0,40.0,16.0,142.08,578.71,578.92,117.29999999999995,16.269070735090146,20.269187630187467,675.0,641.0
JOPLJPR162-S,KURTA-JPR,Apparel - Ethnic Wear,New Listing,0.0,0.0,0.0,0.0,0.0,0.0,21-Apr-26,Jaipur,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLJPR341-S,"Dress 36""",Apparel - Dress,Slow Moving,311.0,2736.0,15.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,403.8961038961039,59.0,10.62,473.5161038961039,584,500-1000,500-1000,7.0,40.91,20.0,20.0,14.0,40.0,40.0,16.0,110.91,473.52,473.09000000000003,92.47000000000003,15.833904109589044,19.52837490407491,699.0,669.0
JOPLJPR820B-M,Skd-Jpr,Apparel - Ethnic Wear,Closed,1000.0,4996.0,0.0,0.0,0.0,0.0,18-Nov-22,Jaipur,23.0,1298.7012987012988,59.0,10.62,1368.3212987012987,1730,>1000,>1000,16.0,276.82,25.0,25.0,15.0,50.0,40.0,20.0,361.82,1368.32,1368.18,298.5600000000002,17.257803468208103,21.819436727570455,999.0,949.0
JOPLST712-XXL,Tunics-St,Apparel - Other products,Closed,215.0,1663.0,0.0,0.0,0.0,0.0,18-Sep-24,Surat,23.0,279.22077922077926,59.0,10.62,348.84077922077927,436,300-500,250-500,5.0,21.78,20.0,20.0,13.0,30.0,40.0,12.0,86.78,348.84,349.22,64.60000000000002,14.816513761467895,18.518477152900484,399.0,369.0
JOPLJPR723-XL,Cotton Top,Apparel - Other products,Closed,295.0,2330.0,0.0,0.0,0.0,0.0,11-Jun-23,Jaipur,23.0,383.1168831168832,59.0,10.62,452.7368831168832,587,500-1000,500-1000,11.0,64.61,20.0,20.0,14.0,40.0,40.0,16.0,134.61,452.74,452.39,87.76999999999998,14.952299829642246,19.386536258266457,499.0,475.0
JOPLJPR353-XXL,"Dress 42 """,Apparel - Dress,Platinum B,265.0,2663.0,1.0,0.0,0.0,0.0,23-May-25,Jaipur,23.0,344.1558441558442,59.0,10.62,413.7758441558442,520,500-1000,500-1000,7.0,36.41,20.0,20.0,14.0,40.0,40.0,16.0,106.41,413.78,413.59000000000003,78.97000000000003,15.186538461538468,19.085212710062606,699.0,664.05
JOPLJPR131-L,"Dress 46""",Apparel - Dress,Closed,495.0,3163.0,0.0,0.0,0.0,0.0,4-Dec-23,Jaipur,23.0,642.8571428571429,59.0,10.62,712.4771428571429,841,500-1000,500-1000,7.0,58.9,20.0,20.0,14.0,40.0,40.0,16.0,128.9,712.48,712.1,147.48000000000002,17.536266349583833,20.699611416105583,899.0,854.0
JOPLST292-M,Pending,Apparel - Other products,Launch Phase,0.0,0.0,0.0,0.0,0.0,0.0,30-Apr-26,Pending,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLJPR713-S,Cotton Top,Apparel - Other products,Slow Moving,252.0,2330.0,0.0,0.0,14.0,0.0,14-Oct-23,Jaipur,23.0,327.2727272727273,59.0,10.62,396.8927272727273,486,300-500,250-500,5.0,24.31,20.0,20.0,13.0,30.0,40.0,12.0,89.31,396.89,396.69,75.07,15.446502057613168,18.914430736952045,499.0,475.0
JOPLST285-M,skd-st,Apparel - Ethnic Wear,New Listing,381.0,2663.0,30.0,0.0,0.0,0.0,30-Apr-26,Surat,23.0,494.80519480519484,59.0,10.62,564.4251948051948,705,500-1000,500-1000,10.0,70.49,20.0,20.0,14.0,40.0,40.0,16.0,140.49,564.43,564.51,113.88999999999999,16.154609929078013,20.178050350730338,675.0,641.0
JOPLJPR2016-3XL,"Dress 46""",Apparel - Dress,Platinum C,318.0,2663.0,0.0,0.0,0.0,0.0,19-Jun-25,Jaipur,23.0,412.98701298701303,59.0,10.62,482.60701298701304,594,500-1000,500-1000,7.0,41.59,20.0,20.0,14.0,40.0,40.0,16.0,111.59,482.61,482.40999999999997,94.78999999999996,15.957912457912451,19.641239652385813,699.0,664.0
JOPLST726-XL,Tunics-St,Apparel - Other products,Closed,185.0,1663.0,0.0,0.0,0.0,0.0,8-Jun-24,Surat,23.0,240.25974025974025,59.0,10.62,309.8797402597403,395,300-500,250-500,5.0,19.73,20.0,20.0,13.0,30.0,40.0,12.0,84.73,309.88,310.27,55.64999999999998,14.088607594936702,17.958579658468253,399.0,369.0
JOPLST287-XXL,Pending,Apparel - Other products,Launch Phase,0.0,0.0,0.0,0.0,0.0,0.0,"",Pending,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLJPR2016-M,"Dress 46""",Apparel - Dress,Platinum C,318.0,2663.0,1.0,0.0,0.0,0.0,19-Jun-25,Jaipur,23.0,412.98701298701303,59.0,10.62,482.60701298701304,594,500-1000,500-1000,7.0,41.59,20.0,20.0,14.0,40.0,40.0,16.0,111.59,482.61,482.40999999999997,94.78999999999996,15.957912457912451,19.641239652385813,699.0,664.0
JOPLJPR837-XL,Skd-Jpr,Apparel - Ethnic Wear,Closed,715.0,4996.0,0.0,0.0,0.0,0.0,10-Jun-23,Jaipur,23.0,928.5714285714287,59.0,10.62,998.1914285714287,1290,>1000,>1000,16.0,206.32,25.0,25.0,15.0,50.0,40.0,20.0,291.32,998.19,998.6800000000001,214.06000000000006,16.593798449612407,21.44478442440185,1199.0,1139.0
JOPLJPR345-S,"Dress 46""",Apparel - Dress,Slow Moving,306.0,2663.0,23.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,397.40259740259745,59.0,10.62,467.02259740259746,577,500-1000,500-1000,7.0,40.42,20.0,20.0,14.0,40.0,40.0,16.0,110.42,467.02,466.58,90.95999999999998,15.764298093587517,19.4765736188966,699.0,664.0
JOPLVL224-S,Skd-Jpr,Apparel - Ethnic Wear,Slow Moving,620.0,4996.0,3.0,0.0,0.0,0.0,14-Jul-22,Jaipur,23.0,805.1948051948052,59.0,10.62,874.8148051948052,1143,>1000,>1000,16.0,182.82,25.0,25.0,15.0,50.0,40.0,20.0,267.82,874.81,875.1800000000001,185.56000000000006,16.23447069116361,21.21134654993399,1249.0,1199.0
JOPLJPR4020-XXL,Tunics-Jpr,Apparel - Other products,Platinum C,253.0,2330.0,1.0,0.0,0.0,0.0,1-Jun-25,Jaipur,23.0,328.5714285714286,59.0,10.62,398.1914285714286,488,300-500,250-500,5.0,24.38,20.0,20.0,13.0,30.0,40.0,12.0,89.38,398.19,398.62,76.0,15.573770491803279,19.086297330070963,499.0,475.0
JOPLPDP1092,Dress Material,Apparel - Sarees and Dress Materials,Closed,225.0,1663.0,0.0,0.0,0.0,0.0,4-Jul-21,Surat,23.0,292.20779220779224,59.0,10.62,361.82779220779224,445,300-500,250-500,4.0,17.78,20.0,20.0,13.0,30.0,40.0,12.0,82.78,361.83,362.22,67.60000000000002,15.191011235955063,18.682920841298547,425.0,399.0
JOPLVSMRW2013-8XL,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,0.0,0.0,16.0,0.0,0.0,0.0,11-Apr-25,Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,0.0,0.0
JOPLAI1001D,Saree,Apparel - Sarees and Dress Materials,Diamond A,260.0,1497.0,625.0,1.0,0.0,5.0,25-Sep-20,Surat,23.0,337.6623376623377,59.0,10.62,407.2823376623377,492,300-500,250-500,4.0,19.68,20.0,20.0,13.0,30.0,40.0,12.0,84.68,407.28,407.32,77.69999999999999,15.792682926829265,19.077674825275164,599.0,569.0
JOPLST15-XL,Kurta-St,Apparel - Ethnic Wear,Closed,150.0,930.0,1.0,0.0,0.0,0.0,12-Apr-23,Surat,23.0,194.80519480519482,59.0,10.62,264.4251948051948,333,300-500,250-500,1.0,3.33,20.0,20.0,13.0,30.0,40.0,12.0,68.33,264.43,264.67,45.05000000000001,13.528528528528533,17.03695445253955,299.0,284.0
JOPLST725-L,Tunics-St,Apparel - Other products,Closed,182.0,1663.0,9.0,0.0,0.0,0.0,17-Aug-24,Surat,23.0,236.36363636363637,59.0,10.62,305.9836363636364,391,300-500,250-500,5.0,19.53,20.0,20.0,13.0,30.0,40.0,12.0,84.53,305.98,306.47,54.85000000000002,14.028132992327372,17.925795199980993,399.0,369.0
JOPLDI1019,Dress Material,Apparel - Sarees and Dress Materials,Slow Moving,190.0,1996.0,3.0,0.0,0.0,0.0,11-Apr-24,Surat,23.0,246.75324675324677,59.0,10.62,316.3732467532468,397,300-500,250-500,4.0,15.89,20.0,20.0,13.0,30.0,40.0,12.0,80.89,316.37,316.11,56.49000000000001,14.22921914357683,17.85549207454289,425.0,399.0
BL6213BLACK0426-XL,Blouse,Apparel - Other products,Launch Phase,0.0,0.0,10.0,0.0,0.0,0.0,"",Surat,23.0,0.0,59.0,0.0,0.0,70,0-300,0-250,0.0,0.0,25.0,25.0,12.0,20.0,40.0,8.0,70.0,0.0,0.0,-59.0,-84.28571428571429,-inf,,
JOPLVSRW4002-4XL,Rw Salwar Suit,Apparel - Ethnic Wear,Diamond B,275.0,2663.0,0.0,0.0,0.0,2.0,4-May-24,Surat,23.0,357.14285714285717,59.0,10.62,426.7628571428572,497,300-500,250-500,1.0,4.97,20.0,20.0,13.0,30.0,40.0,12.0,69.97,426.76,427.03,82.40999999999997,16.581488933601605,19.310490268934895,599.0,569.05
JOPLST263-XXL,Skd-St,Apparel - Ethnic Wear,Closed,330.0,2663.0,0.0,0.0,0.0,0.0,26-Oct-24,Surat,23.0,428.57142857142856,59.0,10.62,498.19142857142856,631,500-1000,500-1000,10.0,63.13,20.0,20.0,14.0,40.0,40.0,16.0,133.13,498.19,497.87,98.25,15.57052297939778,19.721334885614823,699.0,669.0
JOPLVSM5170,Dress Material,Apparel - Sarees and Dress Materials,Closed,215.0,1996.0,0.0,0.0,0.0,0.0,24-Feb-24,Surat,23.0,279.22077922077926,59.0,10.62,348.84077922077927,431,300-500,250-500,4.0,17.24,20.0,20.0,13.0,30.0,40.0,12.0,82.24,348.84,348.76,64.13999999999999,14.881670533642687,18.386611835712635,425.0,399.0
JOPLJPR336-M,"Dress 42 """,Apparel - Dress,Closed,328.0,2663.0,0.0,0.0,0.0,0.0,11-Apr-24,Jaipur,23.0,425.974025974026,59.0,10.62,495.594025974026,608,500-1000,500-1000,7.0,42.57,20.0,20.0,14.0,40.0,40.0,16.0,112.57,495.59,495.43,97.81,16.08717105263158,19.735911829802042,699.0,664.05
JOPLJPR4042-3XL,Tunics-Jpr,Apparel - Other products,Closed,230.0,2330.0,0.0,0.0,0.0,0.0,24-Dec-24,Jaipur,23.0,298.70129870129875,59.0,10.62,368.32129870129876,456,300-500,250-500,5.0,22.81,20.0,20.0,13.0,30.0,40.0,12.0,87.81,368.32,368.19,68.57,15.037280701754385,18.61689786655778,499.0,475.0
JOPLJPR4043-XL,Tunics-Jpr,Apparel - Other products,Closed,243.0,2330.0,0.0,0.0,0.0,0.0,24-Dec-24,Jaipur,23.0,315.5844155844156,59.0,10.62,385.2044155844156,474,300-500,250-500,5.0,23.69,20.0,20.0,13.0,30.0,40.0,12.0,88.69,385.2,385.31,72.69,15.335443037974683,18.87050019655612,499.0,475.0
JOPLVSRW5174-XL,Rw Salwar Suit,Apparel - Ethnic Wear,Closed,305.0,2663.0,0.0,0.0,0.0,0.0,2-Mar-25,Surat,23.0,396.1038961038961,59.0,10.62,465.7238961038961,595,500-1000,500-1000,10.0,59.52,20.0,20.0,14.0,40.0,40.0,16.0,129.52,465.72,465.48,90.86000000000001,15.270588235294118,19.50941335845273,499.0,475.0
JOPLST235-M,Skd-St,Apparel - Ethnic Wear,Closed,330.0,2663.0,1.0,0.0,0.0,0.0,5-Sep-24,Surat,23.0,428.57142857142856,59.0,10.62,498.19142857142856,631,500-1000,500-1000,10.0,63.13,20.0,20.0,14.0,40.0,40.0,16.0,133.13,498.19,497.87,98.25,15.57052297939778,19.721334885614823,799.0,759.0
JOPLVL202-L,Skd-Jpr,Apparel - Ethnic Wear,Closed,576.0,4330.0,0.0,0.0,0.0,0.0,4-Oct-21,Jaipur,23.0,748.0519480519481,59.0,10.62,817.6719480519481,986,500-1000,500-1000,10.0,98.63,20.0,20.0,14.0,40.0,40.0,16.0,168.63,817.67,817.37,171.75,17.41886409736308,21.00475629733704,999.0,949.0
