Master SKU,Style ID / Parent SKU,Size,Category,Loc,Child Remark,Parent Remark,Type
JOPLVSRW4005-S,JOPLVSRW4005,S,Rw Salwar Suit,Surat,Platinum A,Diamond A,Live
JOPLRJN13-XL,JOPLRJN13,XL,Gown With Dupatta,Jaipur,Closed,Closed,Closed
JOPLVSM5187,JOPLVSM5187,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLST253-XXL,JOPLST253,XXL,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR801-L,JOPLJPR801,L,Skd-Jpr,Jaipur,Platinum B,Platinum C,Live
JOPLMSFRTW1509A-L,JOPLMSFRTW1509A,L,Rtw,Surat,Closed,Closed,Closed
JOPLJPR784-M,JOPLJPR784,M,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR726-S,JOPLJPR726,S,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSMRW4267-L,JOPLVSMRW4267,L,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR7028-XS,JOPLJPR7028,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR68C-6XL,JOPLJPR68C,6XL,Kurta-Jpr,Jaipur,Slow Moving,Platinum C,Live
JOPLNB1006,JOPLNB1006,Free,Saree,Surat,Closed,Closed,Closed
JOPLVSRW5231-6XL,JOPLVSRW5231,6XL,RW Salwar suit,Surat,New Listing,New Listing,Live
JOPLJPR7005-XXL,JOPLJPR7005,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
CS114MORPICH0626-L,CS114MORPICH0626,L,Pending,Pending,Launch Phase,Launch Phase,Live
JOPLVL305-XXL,JOPLVL305,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLST222-XL,JOPLST222,XL,Skd-St,Surat,Closed,Closed,Closed
JOPLVSRW4114-10XL,JOPLVSRW4114,10XL,Rw Salwar Suit,Surat,Platinum C,Diamond C,Live
JOPLJPR5007-XXL,JOPLJPR5007,XXL,Crop Top,Jaipur,Platinum C,Slow Moving,Live
JOPLRJN07-L,SKU DELETED,L,Sku Deleted,Jaipur,Closed,Closed,Closed
JOPLCS101-XS,JOPLCS101,XS,Cord Set,Jaipur,Closed,Closed,Closed
JOPLST727-S,JOPLST727,S,Tunics-St,Surat,Closed,Closed,Closed
JOPLJPR345-M,JOPLJPR345,M,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW5216-4XL,JOPLVSRW5216,4XL,Rw Salwar Suit,Surat,Platinum B,Platinum B,Live
JOPLVSM4106,JOPLVSM4106,Free,Dress Material,Surat,Closed,Closed,Closed
MRAWAT12034,MRAWAT12034,Free,Wall Clocks,Surat,Closed,Closed,Closed
JOPLLTRW2023-4XL,JOPLLTRW2023,4XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSMRW5159-XL,JOPLVSMRW5159,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSMRW4251-5XL,JOPLVSMRW4251,5XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
VRY01-M,VRY01,M,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLVSM5202,JOPLVSM5202,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLRJN05-L,JOPLRJN05,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR28-L,JOPLJPR28,L,Kurta With Pant,Jaipur,Closed,Closed,Closed
JOPLJPR765-XS,JOPLJPR765,XS,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW4269-XXL,JOPLVSRW4269,XXL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR765-M,JOPLJPR765,M,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLSRS1114D,JOPLSRS1114D,Free,Saree,Surat,Closed,Closed,Closed
JOPLJPR719-L,JOPLJPR719,L,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR702-M,JOPLJPR702,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR150C-XXL,JOPLJPR150C,XXL,Kurta-Jpr,Jaipur,Platinum B,Platinum C,Live
JOPLJPR813-3XL,JOPLJPR813,3XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR164-L,JOPLJPR164,L,KURTA-JPR,Jaipur,New Listing,New Listing,Live
JOPLVSRW4097-7XL,JOPLVSRW4097,7XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSMRW5103-S,JOPLVSMRW5103,S,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW5212-10XL,JOPLVSRW5212,10XL,Rw Salwar Suit,Surat,Platinum C,Platinum B,Live
JOPLJPR4001-3XL,JOPLJPR4001,3XL,Tunics-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR801-M,JOPLJPR801,M,Skd-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLJPR4030-L,JOPLJPR4030,L,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR68C-S,JOPLJPR68C,S,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLJPR215-M,JOPLJPR215,M,"Maternity Gown  48""",Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR756-M,JOPLJPR756,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLLTRW2025-XL,JOPLLTRW2025,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR743-XL,JOPLJPR743,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVL235-S,JOPLVL235,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLST256-L,JOPLST256,L,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR826-6XL,JOPLJPR826,6XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR715-XL,JOPLJPR715,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLNS4030A,JOPLNS4030A,Free,Saree,Surat,Closed,Closed,Closed
JOPLVSRW5171-8XL,JOPLVSRW5171,8XL,Rw Salwar Suit,Surat,Platinum C,Platinum A,Live
JOPLJPR7026-L,JOPLJPR7026,L,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR113-XL,JOPLJPR113,XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLRJN03-XXL,JOPLRJN03,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR789-M,JOPLJPR789,M,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLLTRW2022-S,JOPLLTRW2022,S,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR13-S,JOPLJPR13,S,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR68D-5XL,JOPLJPR68D,5XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
MRAWAT12025,MRAWAT12025,Free,Wall Clocks,Surat,Closed,Closed,Closed
JOPLJPR851-3XL,JOPLJPR851,3XL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR4028-S,JOPLJPR4028,S,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR115-XXL,JOPLJPR115,XXL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR782-XXL,JOPLJPR782,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSM4071,JOPLVSM4071,Free,Dress Material,Surat,Diamond C,Diamond C,Live
JOPLJPR4021-L,JOPLJPR4021,L,Tunics-Jpr,Jaipur,Platinum B,Platinum B,Live
JOPLRJN26-S,SKU DELETED,S,Sku Deleted,Surat,Closed,Closed,Closed
JOPLJPR781-S,JOPLJPR781,S,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLMSFRTW1515-3XL,JOPLMSFRTW1515,3XL,Rtw,Surat,Closed,Closed,Closed
BL6207WHITE0426-XXL,BL6207WHITE0426,XXL,Blouse,Surat,Launch Phase,Launch Phase,Live
JOPLJPR326-L,JOPLJPR326,L,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLVSRW1163-9XL,JOPLVSRW1163,9XL,Rw Salwar Suit,Surat,Slow Moving,Slow Moving,Live
JOPLJPR7021-M,JOPLJPR7021,M,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR521-XL,JOPLJPR521,XL,Kurta With Pant,Surat,Platinum B,Platinum C,Live
JOPLVSRW4091-4XL,JOPLVSRW4091,4XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLST01-M,JOPLST01,M,Kurta-St,Surat,Closed,Closed,Closed
JOPLST241-XXL,JOPLST241,XXL,Skd-St,Surat,Closed,Closed,Closed
JOPLVL232-L,JOPLVL232,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR7005-L,JOPLJPR7005,L,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR69A-4XL,JOPLJPR69A,4XL,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLJPR146A-L,JOPLJPR146A,L,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLJPR793-XS,JOPLJPR793,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR4035-S,JOPLJPR4035,S,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR836-XXL,JOPLJPR836,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLCS107-M,JOPLCS107,M,Cord Set,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR7031-S,JOPLJPR7031,S,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSMRW2013-9XL,JOPLVSMRW2013,9XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR4048-XL,JOPLJPR4048,XL,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR849-XL,JOPLJPR849,XL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR166-S,JOPLJPR166,S,KURTA-JPR,Jaipur,New Listing,New Listing,Live
JOPLLT2012,JOPLLT2012,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR732-XS,JOPLJPR732,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVL240-L,JOPLVL240,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR320-M,JOPLJPR320,M,"Dress 42 """,Jaipur,Slow Moving,Slow Moving,Live
JOPLMSF909D,JOPLMSF909D,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSRW4114-XXL,JOPLVSRW4114,XXL,Rw Salwar Suit,Surat,Diamond A,Diamond C,Live
JOPLLTRW2022-4XL,JOPLLTRW2022,4XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW5240-3XL,JOPLVSRW5240,3XL,RW Salwar suit,Surat,Launch Phase,Launch Phase,Live
JOPLMSFRTW1509B1-M,JOPLMSFRTW1509B1,M,Rtw,Surat,Closed,Closed,Closed
JOPLST217-L,JOPLST217,L,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR160-XL,JOPLJPR160,XL,KURTA-JPR,Jaipur,New Listing,New Listing,Live
JOPLJPR804A-3XL,JOPLJPR804A,3XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5122-6XL,JOPLVSRW5122,6XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR335-XS,JOPLJPR335,XS,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLVSRW4181-5XL,JOPLVSRW4181,5XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSM4284,JOPLVSM4284,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSM4277,JOPLVSM4277,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSRW5216-M,JOPLVSRW5216,M,Rw Salwar Suit,Surat,Platinum A,Platinum B,Live
JOPLVL294-3XL,JOPLVL294,3XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL309-XXL,JOPLVL309,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR787-L,JOPLJPR787,L,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW4096-6XL,JOPLVSRW4096,6XL,Rw Salwar Suit,Surat,Diamond C,Diamond C,Live
JOPLJPR799-XXL,JOPLJPR799,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLNS4007,JOPLNS4007,Free,Saree,Surat,Closed,Closed,Closed
JOPLST272-M,JOPLST272,M,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR2013-S,JOPLJPR2013,S,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR2019-S,JOPLJPR2019,S,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR798-XS,JOPLJPR798,XS,Cotton Top,Jaipur,Platinum B,Platinum B,Live
JOPLVSRW4199-XXL,JOPLVSRW4199,XXL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR2013-XL,JOPLJPR2013,XL,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLVSMRW3988-10XL,JOPLVSMRW3988,10XL,Rw Salwar Suit,Surat,Platinum C,Diamond B,Live
JOPLJPR523-L,JOPLJPR523,L,Kurta With Pant,Surat,Closed,Closed,Closed
JOPLJPR778-XS,JOPLJPR778,XS,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR860-S,JOPLJPR860,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLCS110-XXL,JOPLCS110,XXL,Cord Set,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR404-M,JOPLJPR404,M,Plazzo Pant,Jaipur,Closed,Closed,Closed
JOPLVSRW5211-M,JOPLVSRW5211,M,Rw Salwar Suit,Surat,Slow Moving,Platinum C,Live
JOPLJPR318-XXL,JOPLJPR318,XXL,"Dress 42 """,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSM5114,JOPLVSM5114,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLLTRW2025-L,JOPLLTRW2025,L,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW5234-4XL,JOPLVSRW5234,4XL,RW Salwar suit,Surat,Launch Phase,Launch Phase,Live
JOPLJPR7025-XXL,JOPLJPR7025,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR2001-XS,JOPLJPR2001,XS,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLLTRW2015-XL,JOPLLTRW2015,XL,Rw Salwar Suit,Surat,Diamond A,Diamond A,Live
JOPLJPR7022-S,JOPLJPR7022,S,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLSRS1114F,JOPLSRS1114F,Free,Saree,Surat,Closed,Closed,Closed
JOPLJPR856-XL,JOPLJPR856,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR819-3XL,JOPLJPR819,3XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR160-M,JOPLJPR160,M,KURTA-JPR,Jaipur,New Listing,New Listing,Live
JOPLJPR105-S,JOPLJPR105,S,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR159H-S,JOPLJPR159H,S,Kurta-Jpr,Jaipur,New Listing,New Listing,Live
JOPLST262-XL,JOPLST262,XL,Skd-St,Surat,Closed,Closed,Closed
BL6213BLACK0426-XL,BL6213BLACK0426,XL,Blouse,Surat,Launch Phase,Launch Phase,Live
JOPLDI1014,JOPLDI1014,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSRW1163-8XL,JOPLVSRW1163,8XL,Rw Salwar Suit,Surat,Slow Moving,Slow Moving,Live
JOPLST709-L,JOPLST709,L,Tunics-St,Surat,Closed,Closed,Closed
JOPLVL230-M,JOPLVL230,M,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR108-M,JOPLJPR108,M,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5234-XXL,JOPLVSRW5234,XXL,RW Salwar suit,Surat,Launch Phase,Launch Phase,Live
JOPLST233-S,JOPLST233,S,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR720-S,JOPLJPR720,S,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR743-XS,JOPLJPR743,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW5225-6XL,JOPLVSRW5225,6XL,Rw Salwar Suit,Surat,Platinum C,Platinum C,Live
JOPLJPR815-L,JOPLJPR815,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR145C-S,JOPLJPR145C,S,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLLTRW2007-3XL,JOPLLTRW2007,3XL,Rw Salwar Suit,Surat,Diamond B,Diamond C,Live
CS119ROSEPINK0626-XL,CS119ROSEPINK0626,XL,Pending,Pending,Launch Phase,Launch Phase,Live
JOPLJPR4014-XL,JOPLJPR4014,XL,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLRJN19-M,JOPLRJN19,M,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL244-XXL,JOPLVL244,XXL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW5163-5XL,JOPLVSRW5163,5XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
VRY13-XL,VRY13,XL,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLVSRW5227-S,JOPLVSRW5227,S,RW Salwar suit,Surat,New Listing,New Listing,Live
JOPLJPR790-S,JOPLJPR790,S,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR68C-M,JOPLJPR68C,M,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLJPR4026-S,JOPLJPR4026,S,Tunics-Jpr,Jaipur,Slow Moving,Platinum C,Live
JOPLMSFRTW1509A-XXL,JOPLMSFRTW1509A,XXL,Rtw,Surat,Closed,Closed,Closed
JOPLST257-M,JOPLST257,M,Skd-St,Surat,Closed,Closed,Closed
JOPLVL114-S,JOPLVL114,S,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLLTRW2015-3XL,JOPLLTRW2015,3XL,Rw Salwar Suit,Surat,Diamond A,Diamond A,Live
JOPLSRS1102J,JOPLSRS1102J,Free,Saree,Surat,Closed,Closed,Closed
JOPLJPR157B-L,JOPLJPR157B,L,Kurta-Jpr,Jaipur,New Listing,New Listing,Live
JOPLJPR701-M,JOPLJPR701,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW1163-7XL,JOPLVSRW1163,7XL,Rw Salwar Suit,Surat,Slow Moving,Slow Moving,Live
JOPLVL279-XL,JOPLVL279,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR516-XXL,JOPLJPR516,XXL,Kurta With Pant,Surat,Closed,Closed,Closed
ROLY04A-M,ROLY04A,M,Western Top,Surat,Closed,Closed,Closed
JOPLVL206-S,JOPLVL206,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR209-3XL,JOPLJPR209,3XL,"Maternity Gown  48""",Jaipur,Slow Moving,Platinum C,Live
JOPLDI1019,JOPLDI1019,Free,Dress Material,Surat,Slow Moving,Slow Moving,Live
JOPLVSRW5222-M,JOPLVSRW5222,M,Rw Salwar Suit,Surat,Platinum C,Platinum B,Live
JOPLJPR7044-S,JOPLJPR7044,S,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR2014-XL,JOPLJPR2014,XL,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLST706-S,JOPLST706,S,Tunics-St,Surat,Closed,Closed,Closed
JOPLST222-XXL,JOPLST222,XXL,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR159E-L,JOPLJPR159E,L,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLJPR2010-XXL,JOPLJPR2010,XXL,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLVL113B-XL,JOPLVL113B,XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLRJN25-M,SKU DELETED,M,Sku Deleted,Surat,Closed,Closed,Closed
JOPLJPR5003-S,JOPLJPR5003,S,Crop Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSMRW4284-9XL,JOPLVSMRW4284,9XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLLT7092,JOPLLT7092,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR725-XS,JOPLJPR725,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR147A-S,JOPLJPR147A,S,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLVSRW4291-L,JOPLVSRW4291,L,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR724-M,JOPLJPR724,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW5218-8XL,JOPLVSRW5218,8XL,Rw Salwar Suit,Surat,Platinum C,Platinum B,Live
ROLY02A-M,ROLY02A,M,Western Top,Surat,Closed,Closed,Closed
JOPLVSMRW5164-L,JOPLVSMRW5164,L,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR5005-M,JOPLJPR5005,M,Crop Top,Jaipur,Closed,Closed,Closed
JOPLLTRW2018-5XL,JOPLLTRW2018,5XL,Rw Salwar Suit,Surat,Diamond B,Diamond C,Live
BL6208WHITE0426-XXL,BL6208WHITE0426,XXL,Blouse,Surat,Launch Phase,Launch Phase,Live
JOPLVSMRW5160-5XL,JOPLVSMRW5160,5XL,Rw Salwar Suit,Surat,Diamond B,Platinum A,Live
JOPLNB3076D,JOPLNB3076D,Free,Saree,Surat,Closed,Closed,Closed
JOPLNS4066H,JOPLNS4066H,Free,Saree,Surat,Closed,Closed,Closed
JOPLVSM5123,JOPLVSM5123,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR157B-XXL,JOPLJPR157B,XXL,Kurta-Jpr,Jaipur,New Listing,New Listing,Live
JOPLVL259-M,JOPLVL259,M,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLMSFRTW1509C-S,JOPLMSFRTW1509C,S,Rtw,Surat,Closed,Closed,Closed
ROLY03B-L,ROLY03B,L,Western Top,Surat,Closed,Closed,Closed
CS117BLACK0626-S,CS117BLACK0626,S,Pending,Pending,Launch Phase,Launch Phase,Live
JOPLLTRW2022-XXL,JOPLLTRW2022,XXL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVL239-XXL,JOPLVL239,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5214-L,JOPLVSRW5214,L,Rw Salwar Suit,Surat,Platinum C,Platinum C,Live
JOPLJPR767-M,JOPLJPR767,M,Cotton Top,Jaipur,Closed,Closed,Closed
ROLY08A-S,ROLY08A,S,Western Top,Surat,Closed,Closed,Closed
JOPLJPR72-S,JOPLJPR72,S,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5227-M,JOPLVSRW5227,M,RW Salwar suit,Surat,New Listing,New Listing,Live
JOPLJPR4025-S,JOPLJPR4025,S,Tunics-Jpr,Jaipur,Slow Moving,Platinum C,Live
JOPLCS111-XL,JOPLCS111,XL,Cord Set,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR754-M,JOPLJPR754,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR736-L,JOPLJPR736,L,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR869-L,JOPLJPR869,L,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR780-L,JOPLJPR780,L,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR02-L,JOPLJPR02,L,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLST288-3XL,JOPLST288,3XL,SKD-ST,Surat,New Listing,New Listing,Live
JOPLJPR713-M,JOPLJPR713,M,Cotton Top,Jaipur,Platinum C,Slow Moving,Live
CS119ROSEPINK0626-S,CS119ROSEPINK0626,S,Pending,Pending,Launch Phase,Launch Phase,Live
JOPLVSRW5217-10XL,JOPLVSRW5217,10XL,Rw Salwar Suit,Surat,Slow Moving,Platinum C,Live
JOPLVL105-4XL,JOPLVL105,4XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR408-S,JOPLJPR408,S,Plazzo Pant,Jaipur,Closed,Closed,Closed
JOPLJPR347-L,JOPLJPR347,L,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLNS4011,JOPLNS4011,Free,Saree,Surat,Closed,Closed,Closed
JOPLVSRW5206-10XL,JOPLVSRW5206,10XL,Rw Salwar Suit,Surat,Platinum C,Platinum C,Live
JOPLJPR311-XL,JOPLJPR311,XL,"Dress 36""",Jaipur,Platinum A,Platinum C,Live
JOPLST708-L,JOPLST708,L,Tunics-St,Surat,Closed,Closed,Closed
JOPLVSRW4182-XL,JOPLVSRW4182,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSM4088,JOPLVSM4088,Free,Dress Material,Surat,Platinum C,Platinum C,Live
JOPLST249-M,JOPLST249,M,Skd-St,Surat,Closed,Closed,Closed
JOPLNB3066,JOPLNB3066,Free,Saree,Surat,Closed,Closed,Closed
JOPLJPR842-M,JOPLJPR842,M,Skd-Jpr,Jaipur,Platinum C,Slow Moving,Live
JOPLJPR753-XXL,JOPLJPR753,XXL,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR511-XXL,JOPLJPR511,XXL,Kurta With Pant,Surat,Closed,Closed,Closed
JOPLVSRW1164-10XL,JOPLVSRW1164,10XL,RW Salwar suit,Surat,New Listing,Platinum C,Live
JOPLMD138A,JOPLMD138A,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSRW5234-L,JOPLVSRW5234,L,RW Salwar suit,Surat,Launch Phase,Launch Phase,Live
JOPLST709-S,JOPLST709,S,Tunics-St,Surat,Closed,Closed,Closed
JOPLST718-XXL,JOPLST718,XXL,Tunics-St,Surat,Closed,Closed,Closed
JOPLKS14-L,JOPLKS14,L,Kurta-St,Surat,Closed,Closed,Closed
JOPLJPR729-XXL,JOPLJPR729,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLST214-S,JOPLST214,S,Skd-St,Surat,Closed,Closed,Closed
JOPLVSRW5236-5XL,JOPLVSRW5236,5XL,RW Salwar suit,Surat,Launch Phase,Launch Phase,Live
JOPLST729-XL,JOPLST729,XL,Tunics-St,Surat,Closed,Closed,Closed
JOPLJPR512-L,JOPLJPR512,L,Kurta With Pant,Surat,Diamond C,Platinum A,Live
JOPLVL238-5XL,JOPLVL238,5XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSMRW4250-L,JOPLVSMRW4250,L,Rw Salwar Suit,Surat,Diamond B,Diamond A,Live
JOPLJPR869-XL,JOPLJPR869,XL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR738-XS,JOPLJPR738,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVL206-M,JOPLVL206,M,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR110-L,JOPLJPR110,L,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5204-5XL,JOPLVSRW5204,5XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR85-XL,JOPLJPR85,XL,Kurta-Jpr,Jaipur,Platinum C,Platinum B,Live
JOPLVSM5109,JOPLVSM5109,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR519-XXL,JOPLJPR519,XXL,Kurta With Pant,Surat,Closed,Closed,Closed
JOPLST269-XL,JOPLST269,XL,Skd-St,Surat,Platinum A,Platinum A,Live
